age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,2.1579692363739014,2.0340077877044678,3.6785361766815186,1080,55,0.0509,0.8741,0.9083
2,3,2.4542759044750317,2.301425814628601,5.0169997215271,1080,74,0.0685,0.9083,0.8778
3,4,1.9138928302563727,1.8145033121109009,4.292313575744629,1080,128,0.1185,0.8778,0.8074
4,5,2.3742659556865693,2.213076949119568,5.064035415649414,1080,200,0.1852,0.8074,0.713
5,6,2.1762926205485855,2.1163439750671387,5.283851146697998,1080,294,0.2722,0.713,0.6611
6,7,2.0652521170295395,2.0838050842285156,4.355192184448242,1080,333,0.3083,0.6611,0.6537
7,8,1.9912832174231023,1.9560018181800842,4.9643659591674805,1080,340,0.3148,0.6537,0.6676
