age_from,age_to,k,k_eff,mean_stability,median_stability,min_stability,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to,low_n_warning
1,2,25,25,0.34782735318435803,0.3157894736842105,0.13636363636363635,1080,55,0.0509,0.8741,0.9083,False
2,3,25,25,0.44225691601961364,0.47058823529411764,0.06382978723404255,1080,74,0.0685,0.9083,0.8778,False
3,4,25,25,0.5994484557668192,0.6129032258064516,0.1111111111111111,1080,128,0.1185,0.8778,0.8074,False
4,5,25,25,0.4336809732073478,0.42857142857142855,0.0,1080,200,0.1852,0.8074,0.713,False
5,6,25,25,0.43506761175531833,0.42857142857142855,0.0,1080,294,0.2722,0.713,0.6611,False
6,7,25,25,0.45887172578360647,0.47058823529411764,0.02040816326530612,1080,333,0.3083,0.6611,0.6537,False
7,8,25,25,0.4092973646880732,0.3888888888888889,0.0,1080,340,0.3148,0.6537,0.6676,False
