age_group,residual_error,num_anchors,scale
1,0.0,1080,1.0
2,0.04192701975504557,1080,751.7933349609375
3,0.04393110981693974,1080,601.9559326171875
4,0.050253292366310404,1080,599.38330078125
5,0.050053557643183956,1080,625.05517578125
6,0.051297760009765624,1080,616.69140625
7,0.05096849865383572,1080,522.9208984375
8,0.05071868896484375,1080,506.12628173828125
