age_from,age_to,node,drift
1,2,F41,2.538638114929199
1,2,N25,0.06889055669307709
1,2,B53,0.06645538657903671
1,2,C11,0.06789287179708481
1,2,C51,0.06802450120449066
1,2,C65,0.07089408487081528
1,2,J44,2.551164388656616
1,2,M92,0.06746873259544373
1,2,D46,0.06913743168115616
1,2,E23,5.562814235687256
1,2,E83,0.06651458144187927
1,2,C73,0.06519210338592529
1,2,D10,0.06826532632112503
1,2,K91,0.06769876927137375
1,2,N11,0.06828300654888153
1,2,G56,0.0669446736574173
1,2,M14,0.07425536960363388
1,2,N97,0.07670342922210693
1,2,G46,0.0647764503955841
1,2,G80,1.3508974313735962
1,2,K44,5.013045310974121
1,2,A35,0.07272908836603165
1,2,B48,0.06667117774486542
1,2,D05,0.06899310648441315
1,2,C17,0.07491154223680496
1,2,K31,0.0701436996459961
1,2,E84,2.715820550918579
1,2,H19,0.07035224139690399
1,2,B35,0.06712575256824493
1,2,F28,0.06640053540468216
1,2,B02,0.061673182994127274
1,2,I50,0.07416936755180359
1,2,N29,0.07127639651298523
1,2,A39,0.06512236595153809
1,2,L26,0.06522690504789352
1,2,A15,0.06324951350688934
1,2,D83,0.0773879811167717
1,2,E43,0.06638965755701065
1,2,J68,0.0684339627623558
1,2,H52,1.3555190563201904
1,2,I60,0.06975246965885162
1,2,M36,0.06389519572257996
1,2,I80,0.06643274426460266
1,2,B38,0.07432848960161209
1,2,J41,0.06562597304582596
1,2,K82,0.07156429439783096
1,2,J36,1.8505570888519287
1,2,N98,0.06786929070949554
1,2,A96,0.07121232897043228
1,2,H44,0.06701745092868805
1,2,B99,2.7083628177642822
1,2,B15,0.0708622932434082
1,2,B58,0.0762995034456253
1,2,H65,1.496469259262085
1,2,I99,0.06282231956720352
1,2,I35,0.0645868182182312
1,2,I41,0.07893684506416321
1,2,E86,2.04818058013916
1,2,G47,2.882810592651367
1,2,G63,0.07608925551176071
1,2,D07,0.06541647017002106
1,2,E20,0.0675416961312294
1,2,F88,0.06776300072669983
1,2,N40,0.06661919504404068
1,2,N05,0.0758010596036911
1,2,A38,0.07220009714365005
1,2,C24,0.0753089040517807
1,2,G04,0.0654243603348732
1,2,N80,0.0706196278333664
1,2,A34,0.07548434287309647
1,2,J66,0.0707923173904419
1,2,H46,0.07043670117855072
1,2,F63,0.07332032918930054
1,2,H27,0.07162945717573166
1,2,B88,0.06730750948190689
1,2,F07,0.07430610805749893
1,2,K93,0.06741159409284592
1,2,E14,5.694357872009277
1,2,G41,1.238308310508728
1,2,H54,0.07071726769208908
1,2,A83,0.06750557571649551
1,2,D84,0.06984659284353256
1,2,L60,5.569949150085449
1,2,C52,0.06472758203744888
1,2,I46,0.07548486441373825
1,2,I66,0.06874077022075653
1,2,J95,0.06923277676105499
1,2,A91,0.07452257722616196
1,2,M43,0.07403901219367981
1,2,M87,0.06259717792272568
1,2,A58,0.07178227603435516
1,2,B65,0.0662560760974884
1,2,F00,0.07797906547784805
1,2,B60,0.07626976817846298
1,2,F29,0.06865451484918594
1,2,D21,0.07460230588912964
1,2,K70,0.06602591276168823
1,2,L51,0.06517843157052994
1,2,L66,0.06951823830604553
1,2,L45,0.06982079893350601
1,2,C22,0.075689397752285
1,2,M30,0.07623717188835144
1,2,K74,0.07004131376743317
1,2,A18,0.06910555064678192
1,2,C06,0.06802608072757721
1,2,E70,0.07258353382349014
1,2,B30,0.07018987089395523
1,2,B70,0.06752432882785797
1,2,K85,0.07668018341064453
1,2,C01,0.06964197009801865
1,2,E65,0.06843716651201248
