age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,136,0.0,False
2,55,0.3070618510246277,False
3,50,0.2961463928222656,False
4,56,0.2691896855831146,False
5,74,0.25484761595726013,False
6,78,0.26980963349342346,False
7,74,0.25954076647758484,False
8,70,0.2694668173789978,False
