age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.015594208860140651,0.0,0.0,1080
2,3,25,0.03440386889005659,0.0,0.0,1080
3,4,25,0.05933371723995959,0.02040816326530612,0.0,1080
4,5,25,0.0782035130942698,0.02040816326530612,0.0,1080
5,6,25,0.10115566119944266,0.02040816326530612,0.0,1080
6,7,25,0.11068001584180105,0.02040816326530612,0.0,1080
7,8,25,0.10894766881367028,0.02040816326530612,0.0,1080
