age_group,residual_error,num_anchors,scale
1,0.0,1080,1.0
2,0.048851847648620605,1080,712.14697265625
3,0.055486779659986496,1080,555.4384155273438
4,0.05687837302684784,1080,608.1395263671875
5,0.05782213434576988,1080,684.4188842773438
6,0.057386841624975204,1080,630.1829833984375
7,0.05728292837738991,1080,631.2630615234375
8,0.057770367711782455,1080,641.43310546875
