age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,2.0113593879200162,2.0080342292785645,3.417461395263672,1080,42,0.0389,0.8972,0.8991
2,3,2.485114746549156,2.29390287399292,4.86155366897583,1080,89,0.0824,0.8991,0.8593
3,4,2.603565039769025,2.3326693773269653,5.318799018859863,1080,142,0.1315,0.8593,0.8148
4,5,2.4943241667240224,2.232682228088379,5.219170093536377,1080,188,0.1741,0.8148,0.7278
5,6,2.32615243706756,2.274074077606201,4.772610664367676,1080,271,0.2509,0.7278,0.6917
6,7,2.1358250422137126,2.0885521173477173,5.506179332733154,1080,308,0.2852,0.6917,0.663
7,8,2.1544356409140994,2.012463688850403,5.115384101867676,1080,350,0.3241,0.663,0.6444
