age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.513888888888889,0.042126787685229886,3,0.6207953632435846,278,240,48,785,48,False,
2,10-19,0.3529856386999244,0.11605803608567944,3,0.5499992097485419,156,105,21,382,21,False,
3,20-29,0.6162022407354208,0.026157166923838533,3,0.6167864993891088,347,297,59,1041,59,False,
4,30-39,0.603684765846928,0.021568500306721087,3,0.6840289015678642,607,559,111,2680,111,False,
5,40-49,0.63684032561684,0.009133006666200837,3,0.7164233709305595,1352,1287,257,11008,257,False,
6,50-59,0.6679421433267586,0.010604754487766476,3,0.7060510854755798,2009,1951,390,21563,390,False,
7,60-69,0.6271164842263571,0.015007877694486225,3,0.6809557028536232,2642,2570,514,29673,514,False,
8,70-79,0.6197174949298336,0.009437515769229169,3,0.5846272447305979,4181,4105,821,37797,821,False,0.49280830097872386
