node,mean_drift
N92,3.412238359451294
D06,3.3973767161369324
E74,3.3709355081830705
M67,3.327211482184274
M23,3.318518877029419
M65,3.3145735604422435
N87,3.291427409010274
E73,3.287907600402832
M22,3.27321457862854
K65,3.1167984902858734
N73,3.1055717638560703
E06,3.1055306707109724
M25,3.0931457451411655
D27,3.071474518094744
E89,3.013726955013616
N83,2.9778497900281633
C73,2.961435887430395
D24,2.9565571897796223
M51,2.9290983847209384
D48,2.8439225799271037
