age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.4296525864178133,0.42857142857142855,0.25,46
3,4,25,0.4931448718876964,0.4928698752228164,0.13636363636363635,46
4,5,25,0.6291024877225775,0.7241379310344828,0.25,46
5,6,25,0.6607297310320739,0.6666666666666666,0.35135135135135137,46
6,7,25,0.5657281401295069,0.5625,0.25,46
7,8,25,0.5427485997121736,0.5625,0.3157894736842105,46
