age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.5635964912280702,0.02780750945960128,3,0.5815885323037001,425,383,76,1316,76,False,
2,10-19,0.5437037037037037,0.03706665482428686,3,0.6164386415723313,120,76,15,195,15,False,
3,20-29,0.6156402041058503,0.027283419540026957,3,0.7029100412291189,312,267,53,834,53,False,
4,30-39,0.6383868935097669,0.004353502591020809,3,0.7197527963019748,631,576,115,3379,115,False,
5,40-49,0.5942438669576142,0.04704878902963776,3,0.7512927667148758,1489,1424,284,13496,284,False,
6,50-59,0.602882477547662,0.007076655671595458,3,0.7076110793436322,2456,2393,478,23455,478,False,
7,60-69,0.6203594524229444,0.020355544263407646,3,0.6950614327922524,3224,3152,630,29331,630,False,
8,70-79,0.6129069697714141,0.010858650784606476,3,0.6263638573589216,3663,3595,719,33787,719,False,0.5083400875501246
