age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.015915808075924045,0.0,0.0,1080
2,3,25,0.033602441298343146,0.0,0.0,1080
3,4,25,0.06044293606603729,0.02040816326530612,0.0,1080
4,5,25,0.0767983078328764,0.02040816326530612,0.0,1080
5,6,25,0.10497203478968084,0.02040816326530612,0.0,1080
6,7,25,0.11062410734947838,0.02040816326530612,0.0,1080
7,8,25,0.10925282671995236,0.02040816326530612,0.0,1080
