node,mean_drift
Urinary tract calculi,2.112306614716848
Urinary incontinence,1.9748088816801708
Chronic cholecystitis/gallstones,1.0857099990049999
Severe hearing loss,1.0706144037346046
Dizziness,1.0454721168304484
Hemorrhoids,0.9671207120021185
Migraine/chronic headache,0.9379583783447742
Sexual dysfunction,0.9064370226114988
Insomnia,0.8933598200480143
Severe vision reduction,0.8842967183639606
Chronic gastritis/GERD,0.871652951464057
Renal insufficiency,0.8053782433271408
Chronic ischemic heart disease,0.8041465977827708
Asthma/COPD,0.7831367800633112
Tobacco abuse,0.7827914506196976
Prostatic hyperplasia,0.7817719007531801
Diabetes mellitus,0.7802132666110992
Intestinal diverticulosis,0.7645966485142708
Chronic low back pain,0.762958169914782
Cerebral ischemia/chronic stroke,0.7505122758448124
