age_group,residual_error,num_anchors,scale
1,0.0,131,1.0
2,0.12412159889936447,131,387.82891845703125
3,0.16463631391525269,131,321.956787109375
4,0.15008237957954407,131,285.9036560058594
5,0.13487043976783752,131,267.4123229980469
6,0.13512642681598663,131,245.45986938476562
7,0.13345614075660706,131,244.11138916015625
8,0.13333934545516968,131,218.4088134765625
