age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,136,0.0,False
2,55,0.29618382453918457,False
3,50,0.30340540409088135,False
4,56,0.277570903301239,False
5,74,0.24500861763954163,False
6,78,0.273720383644104,False
7,74,0.24491766095161438,False
8,70,0.2637706398963928,False
