age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6248845798707294,0.0332188476207369,3,0.6485238623751388,425,383,76,1316,76,False,
2,10-19,0.5081481481481481,0.1080364720207676,3,0.5935273282866865,120,76,15,195,15,False,
3,20-29,0.5847869941853566,0.056315579158427956,3,0.6958878161994976,312,267,53,834,53,False,
4,30-39,0.6925519848771268,0.012431302381777604,3,0.7320767288640265,631,576,115,3379,115,False,
5,40-49,0.6910335250942273,0.035633399082500135,3,0.7742850907375746,1489,1424,284,13496,284,False,
6,50-59,0.6822534619491956,0.0009184830561863285,3,0.7321669826031728,2456,2393,478,23455,478,False,
7,60-69,0.727986898463089,0.0053064602094864246,3,0.7051716176172709,3224,3152,630,29331,630,False,
8,70-79,0.7437788666198547,0.013347781223665948,3,0.6277390549601429,3663,3595,719,33787,719,False,0.524192347198338
