age_group,residual_error,num_anchors,scale
1,0.0,1080,1.0
2,0.04189715161919594,1080,761.3157958984375
3,0.0443669930100441,1080,623.5217895507812
4,0.050510507076978683,1080,613.3170166015625
5,0.05055421218276024,1080,629.5142822265625
6,0.05146545544266701,1080,628.834716796875
7,0.05113816261291504,1080,527.779541015625
8,0.05083779618144035,1080,511.2976989746094
