age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.01901107054972504,0.0,0.0,1080
2,3,25,0.025000727870199156,0.0,0.0,1080
3,4,25,0.05910979082430414,0.0,0.0,1080
4,5,25,0.07159011737208375,0.02040816326530612,0.0,1080
5,6,25,0.10801578532991567,0.02040816326530612,0.0,1080
6,7,25,0.13246092406237311,0.02040816326530612,0.0,1080
7,8,25,0.14551234229482565,0.02040816326530612,0.0,1080
