node,mean_drift
Urinary tract calculi,1.6594063639640808
Dizziness,1.5449065218369167
Cerebral ischemia/chronic stroke,1.5346917907396953
Atherosclerosis/PAOD,1.5334779918193817
Joint arthrosis,1.365172124778231
Severe hearing loss,1.3000515612463157
Intestinal diverticulosis,1.1337639515598614
Rheumatoid arthritis/chronic polyarthritis,1.1117627782126267
Urinary incontinence,1.1057384411493938
Chronic gastritis/GERD,1.0418641368548076
Chronic low back pain,1.0373208423455555
Anemia,1.0253902673721313
Severe vision reduction,0.9551894155641397
Hypotension,0.9237810925891002
Renal insufficiency,0.9181163261334101
Dementia,0.9056618570660552
Insomnia,0.8980194528897604
Hemorrhoids,0.8637920167918006
Osteoporosis,0.7875380056599776
Thyroid diseases,0.7542781978845596
