node,mean_drift
H30-H36,2.3039542867669036
H49-H52,1.9713070775781358
H46-H48,1.9622627081615585
H53-H54,1.8844746053218842
L60-L75,1.79482821055821
A50-A64,1.6947277986577578
G35-G37,1.657751779471125
M95-M99,1.6118862884385246
N20-N23,1.5922197444098336
K35-K38,1.5853774377277918
L80-L99,1.488373909677778
B15-B19,1.463761908667428
N60-N64,1.4530470392533712
A65-A69,1.3796855413487978
L55-L59,1.3643228209444456
K65-K67,1.349570163658687
M40-M54,1.3212876660483224
F20-F29,1.3021834918430872
H80-H83,1.288311677319663
N99-N99,1.278479297778436
