age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.20178120227992263,0.19047619047619047,0.0,131
2,3,25,0.24966054475179494,0.21951219512195122,0.0,131
3,4,25,0.30171704173082126,0.35135135135135137,0.0,131
4,5,25,0.3819513591131008,0.42857142857142855,0.0,131
5,6,25,0.3971722617072263,0.47058823529411764,0.02040816326530612,131
6,7,25,0.39987149159548335,0.42857142857142855,0.02040816326530612,131
7,8,25,0.3904207734751429,0.42857142857142855,0.0,131
