node,mean_drift,std_drift,n_transitions,chronic
E74,3.578656332833426,0.639979718292634,7,False
E73,3.5006252016339983,0.7004955101897306,7,False
D06,3.3693069645336697,2.3868560382314437,7,False
N92,3.3414603982652937,0.9759262151061104,7,True
C73,3.317020120365279,1.7664214329592254,7,False
N87,3.304509806845869,2.371367023067714,7,True
E89,3.2504365806068694,1.7813119430745818,7,False
D24,3.243918220911707,1.697962102416278,7,False
K65,3.239192241004535,2.2505462351108503,7,False
N73,3.2369148390633717,0.9664312809111355,7,False
M23,3.1893342222486223,0.9997286170927069,7,True
M67,3.168361629758562,1.0204764805804456,7,True
M65,3.1525279113224576,1.0687387941874347,7,True
D48,3.145669357052871,1.629130960546086,7,True
M22,3.134387050356184,1.0412819715439046,7,True
E06,3.1243890523910522,1.6417696157681692,7,True
D27,3.1002441814967563,0.9138784343585766,7,False
C43,3.0810039980070933,2.9083410985368943,7,False
N60,3.0350591550980295,2.1528137767186406,7,False
N83,2.9990674427577426,0.9192745199971518,7,True
M51,2.968579683985029,1.3667749057216692,7,True
C82,2.959960639476776,2.8440168811702624,7,False
N70,2.8659469804593494,1.5446868625832806,7,False
N93,2.8600893946630612,2.2615473670413477,7,True
I82,2.828536182641983,1.3790968408618498,7,False
C83,2.8208862277013913,2.6595373770268136,7,False
M25,2.8189404691968645,1.3107956939183194,7,True
K60,2.8114223991121565,1.2927568661507634,7,False
N88,2.804346572075571,2.0181769891511134,7,True
C85,2.8028655105403493,2.652536292638074,7,False
M95,2.775957084127835,1.7797341196995045,7,False
N94,2.774963511952332,1.5052335007484183,7,True
M54,2.75137882573264,1.3821534741210364,7,True
M81,2.7303096737180437,0.9314641489096537,7,True
N80,2.715127412761961,1.5028766306262478,7,False
M41,2.7127412217003957,1.4465083594307822,7,True
E14,2.6955373798097884,1.424914656422607,7,True
J32,2.681722675051008,1.129080721486204,7,False
M94,2.6767746561339925,1.4682838430289356,7,False
K35,2.6556876535926546,2.5436437817169684,7,False
J33,2.6547571303589,1.6574963352019045,7,False
K80,2.6289182049887523,0.6712388020760075,7,True
