age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.669165625433847,0.029178969405252525,3,0.41227208259046677,253,246,49,643,49,False,
2,10-19,0.5010288065843621,0.10778436916632754,3,0.551361161524501,115,92,18,223,18,False,
3,20-29,0.6201131687242799,0.0707309203127077,3,0.5825546333248219,203,183,36,509,36,False,
4,30-39,0.6638894399259406,0.05853085578531754,3,0.54257517871174,373,357,71,1291,71,False,
5,40-49,0.6752431870498254,0.03275385903778709,3,0.4918061216039165,680,674,134,2154,134,False,
6,50-59,0.7185964723885205,0.043835907974565866,3,0.4807954658905275,974,969,193,2701,193,False,
7,60-69,0.7075017334757595,0.024696260087084337,3,0.4640845007432033,1162,1155,231,2855,231,False,
8,70-79,0.7155202229817709,0.002718758645780806,3,0.46869152197270464,1290,1283,256,2674,256,False,0.3838653564453125
