node,mean_drift
N20-N23,2.0174608571188792
N40-N51,2.016222970826285
M95-M99,1.9588323746408736
H60-H62,1.8784416232790266
L60-L75,1.6922761936272894
H30-H36,1.6850253913019384
H80-H83,1.6615721327917916
L00-L08,1.6266349979809351
H25-H28,1.6215506185378348
J30-J39,1.6043492215020316
B35-B49,1.5757694840431213
F20-F29,1.536588226045881
N10-N16,1.5211103473390852
A65-A69,1.5188245954258102
B00-B09,1.493633849280221
N30-N39,1.4833351714270455
L50-L54,1.434616310255868
M80-M94,1.4012106231280737
M40-M54,1.391195067337581
L80-L99,1.390991477029664
