age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.5073784722222222,0.08272604360911115,3,0.7048234476352772,278,240,48,785,48,False,
2,10-19,0.46409674981103555,0.1397867176044752,3,0.5738837698155552,156,105,21,382,21,False,
3,20-29,0.6387053528679498,0.03757787888180991,3,0.634217723141894,347,297,59,1041,59,False,
4,30-39,0.6029001974947921,0.03261849424983173,3,0.6991054189742221,607,559,111,2680,111,False,
5,40-49,0.6581225050089076,0.008713595997301139,3,0.7287851791832581,1352,1287,257,11008,257,False,
6,50-59,0.6769910146833223,0.010392003858315929,3,0.7159448726198004,2009,1951,390,21563,390,False,
7,60-69,0.6407553483020182,0.016206113781382873,3,0.6867480188281764,2642,2570,514,29673,514,False,
8,70-79,0.6697856658571214,0.018229185021695314,3,0.5941585876774136,4181,4105,821,37797,821,False,0.49789552861027736
