node,mean_drift
Urinary tract calculi,2.0442717472712197
Urinary incontinence,2.036654661099116
Severe hearing loss,1.127622280580302
Dizziness,1.1004670063654582
Chronic cholecystitis/gallstones,1.081215371688207
Hemorrhoids,0.9275015518069267
Migraine/chronic headache,0.8577323233087858
Chronic gastritis/GERD,0.8504998628050089
Cancer,0.8479844480752945
Insomnia,0.8369045356909434
Hyperuricemia/gout,0.8341770122448603
Chronic ischemic heart disease,0.8056810150543848
Severe vision reduction,0.8010721908261379
Tobacco abuse,0.7933621207873026
Sexual dysfunction,0.7879426246508956
Diabetes mellitus,0.7624371399482092
Intestinal diverticulosis,0.7358411510164539
Rheumatoid arthritis/chronic polyarthritis,0.7275074503074089
Atherosclerosis/PAOD,0.7111762532343467
Chronic low back pain,0.7080761498461167
