age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,-0.10303030303030303,10,0,0,0,0,False,
3,20-29,,,0,0.25728744939271253,39,35,0,0,0,False,
4,30-39,0.6875,0.036225072248030094,3,0.16089523948385212,87,81,16,170,16,False,
5,40-49,0.7529296875,0.019482360686777347,3,0.46061975794817817,168,163,32,289,32,False,
6,50-59,0.6352799154972083,0.03663804579584548,3,0.5312249025313277,242,237,47,323,47,False,
7,60-69,0.725371630133535,0.04585860923691068,3,0.48188610973378426,322,317,63,417,63,False,
8,70-79,0.68258576474573,0.012995487273830576,3,0.36144171034243194,421,419,83,413,83,False,0.4556539410654667
