node,mean_drift
Dizziness,1.398906022310257
Atherosclerosis/PAOD,1.3474045346180599
Cerebral ischemia/chronic stroke,1.3470625032981236
Urinary tract calculi,1.2315253416697185
Joint arthrosis,1.1853251699358225
Urinary incontinence,1.0505857865015666
Chronic gastritis/GERD,1.0100170870621998
Rheumatoid arthritis/chronic polyarthritis,0.9951830363521973
Intestinal diverticulosis,0.9626175668090582
Severe hearing loss,0.9339840939889351
Renal insufficiency,0.8743196725845337
Anemia,0.8305318752924601
Thyroid diseases,0.7995021343231201
Chronic low back pain,0.7806584161395828
Diabetes mellitus,0.7698621700207392
Insomnia,0.7546935131152471
Hemorrhoids,0.7400083420798182
Somatoform disorders,0.6768449693918228
Severe vision reduction,0.6636262582615018
Migraine/chronic headache,0.6635329698522886
