node,mean_drift
H30-H36,2.093501507171563
H46-H48,2.0500927375895635
H49-H52,1.8648796081542969
H53-H54,1.7941971591540746
G35-G37,1.7182696834206581
A50-A64,1.6626426274222987
L60-L75,1.5940901637077332
N20-N23,1.5654684475490026
K35-K38,1.4169519117900304
M95-M99,1.400153364453997
A65-A69,1.3962463342717715
L80-L99,1.3857278994151525
L00-L08,1.3385248695101057
N80-N98,1.3095056414604187
K65-K67,1.2964489374841963
K40-K46,1.2923743043627058
B15-B19,1.2873242923191615
N60-N64,1.2673247472516127
L55-L59,1.2468429010893618
F20-F29,1.2141944340297155
