node,mean_drift
H46-H48,2.567114761897496
L60-L75,2.326416117804391
H30-H36,2.25105458976967
G35-G37,2.1800432561763694
K35-K38,2.1748339789254323
A50-A64,2.1714401936956813
M95-M99,1.8970753465379988
B15-B19,1.8227681943348475
K65-K67,1.8153731993266515
H53-H54,1.7868486727987016
L55-L59,1.7538611995322364
N20-N23,1.7477820260184151
H49-H52,1.7437723449298315
N99-N99,1.7286623072411333
N60-N64,1.7182076541440827
L80-L99,1.7157150847571236
B00-B09,1.692771886076246
H80-H83,1.6595945187977381
A65-A69,1.550425224006176
K00-K14,1.4998940963830267
