node,mean_drift
N40-N51,2.1277991107531955
N20-N23,1.9770967279161726
M95-M99,1.880537007536207
H60-H62,1.8274935739380973
L60-L75,1.7229010601128851
H30-H36,1.6483736229794366
L00-L08,1.6073117681912013
N30-N39,1.5886065108435494
N10-N16,1.5246009741510664
H80-H83,1.5136220710618156
A65-A69,1.5113417016608375
H25-H28,1.5101906156965665
B15-B19,1.4841114623206002
J30-J39,1.4729407940592085
B35-B49,1.4621387805257524
M40-M54,1.447426404271807
B00-B09,1.4400723491396223
L80-L99,1.395520164498261
F20-F29,1.390705406665802
M80-M94,1.3889926757131303
