node,mean_drift
Urinary tract calculi,2.0897248884042106
Urinary incontinence,1.9365704754988353
Severe hearing loss,1.2066623863453667
Dizziness,1.1928101259594162
Severe vision reduction,1.1361814364790916
Chronic cholecystitis/gallstones,1.102489431699117
Hemorrhoids,1.097372646133105
Prostatic hyperplasia,1.044498096841077
Sexual dysfunction,1.041799635315935
Migraine/chronic headache,1.0414824923500419
Insomnia,1.0108950833479564
Asthma/COPD,0.9463077435890833
Intestinal diverticulosis,0.9092207715536157
Psoriasis,0.8588623823598027
Renal insufficiency,0.8375762601693472
Chronic gastritis/GERD,0.8205994299302498
Joint arthrosis,0.8189705070108175
Hyperuricemia/gout,0.8084876636664072
Diabetes mellitus,0.8045697112878164
Chronic low back pain,0.7998359703148404
